id,Target
77053,1
77054,1
77055,0
77056,0
77057,0
77058,1
77059,1
77060,1
77061,1
77062,1
77063,0
77064,0
77065,1
77066,1
77067,0
77068,1
77069,0
77070,1
77071,0
77072,1
77073,0
77074,0
77075,0
77076,0
77077,1
77078,1
77079,1
77080,1
77081,0
77082,1
77083,1
77084,0
77085,1
77086,1
77087,1
77088,1
77089,1
77090,1
77091,1
77092,1
77093,0
77094,0
77095,0
77096,0
77097,1
77098,1
77099,1
77100,1
77101,1
77102,0
77103,0
77104,1
77105,1
77106,0
77107,0
77108,0
77109,0
77110,1
77111,1
77112,0
77113,1
77114,0
77115,0
77116,0
77117,0
77118,1
77119,1
77120,0
77121,1
77122,1
77123,1
77124,1
77125,0
77126,0
77127,1
77128,1
77129,1
77130,0
77131,0
77132,0
77133,0
77134,1
77135,1
77136,0
77137,0
77138,0
77139,1
77140,1
77141,0
77142,0
77143,1
77144,1
77145,0
77146,0
77147,0
77148,0
77149,0
77150,0
77151,0
77152,1
77153,0
77154,1
77155,1
77156,1
77157,0
77158,1
77159,1
77160,0
77161,1
77162,1
77163,0
77164,0
77165,1
77166,0
77167,1
77168,0
77169,0
77170,0
77171,0
77172,1
77173,1
77174,1
77175,0
77176,0
77177,1
77178,0
77179,0
77180,1
77181,1
77182,0
77183,1
77184,1
77185,1
77186,0
77187,1
77188,0
77189,0
77190,1
77191,0
77192,1
77193,1
77194,1
77195,1
77196,0
77197,1
77198,1
77199,1
77200,0
77201,0
77202,0
77203,0
77204,1
77205,0
77206,0
77207,1
77208,1
77209,1
77210,1
77211,0
77212,0
77213,0
77214,0
77215,1
77216,1
77217,0
77218,0
77219,1
77220,0
77221,1
77222,0
77223,1
77224,1
77225,0
77226,1
77227,0
77228,1
77229,1
77230,0
77231,0
77232,0
77233,0
77234,0
77235,0
77236,0
77237,1
77238,1
77239,0
77240,1
77241,0
77242,1
77243,1
77244,0
77245,0
77246,1
77247,1
77248,1
77249,0
77250,0
77251,0
77252,0
77253,0
77254,0
77255,1
77256,1
77257,1
77258,0
77259,0
77260,1
77261,1
77262,1
77263,0
77264,0
77265,1
77266,0
77267,1
77268,1
77269,0
77270,1
77271,1
77272,0
77273,1
77274,1
77275,0
77276,1
77277,1
77278,0
77279,1
77280,1
77281,0
77282,0
77283,0
77284,0
77285,1
77286,0
77287,0
77288,0
77289,1
77290,0
77291,1
77292,0
77293,1
77294,0
77295,1
77296,0
77297,0
77298,0
77299,1
77300,1
77301,0
77302,0
77303,0
77304,0
77305,1
77306,1
77307,1
77308,0
77309,0
77310,0
77311,1
77312,0
77313,0
77314,1
77315,0
77316,1
77317,0
77318,0
77319,0
77320,1
77321,1
77322,1
77323,0
77324,0
77325,0
77326,0
77327,0
77328,1
77329,0
77330,0
77331,0
77332,0
77333,1
77334,1
77335,0
77336,0
77337,1
77338,1
77339,0
77340,1
77341,0
77342,0
77343,1
77344,1
77345,0
77346,0
77347,1
77348,1
77349,0
77350,1
77351,0
77352,1
77353,0
77354,0
77355,0
77356,1
77357,0
77358,1
77359,0
77360,0
77361,0
77362,0
77363,1
77364,0
77365,0
77366,0
77367,0
77368,1
77369,1
77370,1
77371,1
77372,1
77373,1
77374,0
77375,0
77376,0
77377,1
77378,1
77379,1
77380,0
77381,0
77382,1
77383,0
77384,0
77385,0
77386,1
77387,0
77388,1
77389,1
77390,0
77391,0
77392,0
77393,0
77394,1
77395,1
77396,1
77397,1
77398,1
77399,1
77400,0
77401,0
77402,1
77403,1
77404,1
77405,1
77406,1
77407,1
77408,1
77409,0
77410,0
77411,0
77412,1
77413,1
77414,1
77415,1
77416,0
77417,1
77418,0
77419,1
77420,1
77421,1
77422,1
77423,0
77424,1
77425,1
77426,0
77427,0
77428,1
77429,0
77430,1
77431,1
77432,0
77433,0
77434,1
77435,1
77436,1
77437,1
77438,1
77439,1
77440,0
77441,1
77442,0
77443,1
77444,1
77445,0
77446,0
77447,1
77448,0
77449,0
77450,0
77451,1
77452,0
77453,0
77454,0
77455,0
77456,0
77457,1
77458,1
77459,1
77460,1
77461,0
77462,0
77463,0
77464,1
77465,1
77466,1
77467,0
77468,0
77469,1
77470,1
77471,1
77472,0
77473,1
77474,1
77475,0
77476,0
77477,1
77478,1
77479,1
77480,0
77481,0
77482,0
77483,0
77484,1
77485,1
77486,1
77487,1
77488,1
77489,1
77490,1
77491,1
77492,0
77493,1
77494,0
77495,0
77496,0
77497,0
77498,0
77499,1
77500,1
77501,1
77502,0
77503,1
77504,1
77505,1
77506,1
77507,1
77508,1
77509,1
77510,0
77511,0
77512,0
77513,0
77514,1
77515,1
77516,0
77517,0
77518,0
77519,0
77520,0
77521,0
77522,0
77523,0
77524,0
77525,1
77526,0
77527,1
77528,0
77529,0
77530,0
77531,1
77532,1
77533,1
77534,1
77535,0
77536,1
77537,0
77538,0
77539,0
77540,1
77541,0
77542,0
77543,1
77544,0
77545,0
77546,0
77547,0
77548,0
77549,0
77550,0
77551,0
77552,1
77553,1
77554,1
77555,0
77556,0
77557,0
77558,1
77559,1
77560,1
77561,1
77562,0
77563,0
77564,1
77565,1
77566,0
77567,0
77568,1
77569,1
77570,0
77571,0
77572,0
77573,0
77574,0
77575,1
77576,1
77577,0
77578,0
77579,0
77580,0
77581,1
77582,1
77583,0
77584,0
77585,0
77586,0
77587,0
77588,0
77589,0
77590,1
77591,1
77592,0
77593,0
77594,0
77595,0
77596,1
77597,0
77598,1
77599,1
77600,0
77601,1
77602,0
77603,0
77604,1
77605,0
77606,1
77607,1
77608,1
77609,0
77610,0
77611,1
77612,0
77613,0
77614,0
77615,0
77616,0
77617,0
77618,0
77619,1
77620,1
77621,1
77622,1
77623,0
77624,0
77625,0
77626,0
77627,1
77628,1
77629,0
77630,0
77631,1
77632,1
77633,1
77634,0
77635,1
77636,0
77637,1
77638,0
77639,0
77640,1
77641,0
77642,0
77643,0
77644,1
77645,0
77646,0
77647,0
77648,1
77649,0
77650,0
77651,1
77652,1
77653,1
77654,0
77655,0
77656,1
77657,0
77658,1
77659,0
77660,1
77661,0
77662,1
77663,1
77664,1
77665,1
77666,1
77667,0
77668,0
77669,0
77670,1
77671,1
77672,1
77673,1
77674,1
77675,0
77676,1
77677,0
77678,0
77679,1
77680,1
77681,1
77682,1
77683,0
77684,0
77685,1
77686,0
77687,1
77688,1
77689,1
77690,0
77691,0
77692,0
77693,0
77694,0
77695,0
77696,1
77697,1
77698,1
77699,1
77700,0
77701,0
77702,0
77703,1
77704,0
77705,1
77706,1
77707,1
77708,0
77709,1
77710,0
77711,1
77712,0
77713,0
77714,1
77715,1
77716,0
77717,1
77718,1
77719,0
77720,1
77721,0
77722,0
77723,0
77724,0
77725,1
77726,1
77727,1
77728,1
77729,0
77730,1
77731,1
77732,1
77733,0
77734,0
77735,0
77736,0
77737,0
77738,0
77739,0
77740,0
77741,1
77742,1
77743,0
77744,0
77745,0
77746,0
77747,0
77748,0
77749,1
77750,0
77751,0
77752,0
77753,1
77754,1
77755,1
77756,0
77757,1
77758,0
77759,0
77760,1
77761,0
77762,1
77763,0
77764,1
77765,0
77766,1
77767,1
77768,0
77769,1
77770,1
77771,0
77772,1
77773,1
77774,1
77775,1
77776,1
77777,1
77778,1
77779,0
77780,1
77781,0
77782,1
77783,0
77784,0
77785,0
77786,0
77787,1
77788,1
77789,1
77790,0
77791,0
77792,1
77793,1
77794,0
77795,0
77796,0
77797,0
77798,0
77799,0
77800,0
77801,0
77802,0
77803,1
77804,0
77805,0
77806,0
77807,1
77808,1
77809,0
77810,1
77811,0
77812,1
77813,0
77814,1
77815,0
77816,1
77817,1
77818,1
77819,0
77820,0
77821,0
77822,0
77823,1
77824,0
77825,0
77826,1
77827,1
77828,1
77829,1
77830,1
77831,1
77832,1
77833,0
77834,0
77835,0
77836,0
77837,0
77838,0
77839,1
77840,1
77841,0
77842,1
77843,0
77844,0
77845,1
77846,1
77847,0
77848,0
77849,0
77850,1
77851,1
77852,1
77853,1
77854,0
77855,1
77856,1
77857,0
77858,1
77859,1
77860,1
77861,1
77862,1
77863,0
77864,1
77865,1
77866,1
77867,0
77868,0
77869,1
77870,1
77871,1
77872,0
77873,0
77874,1
77875,1
77876,0
77877,1
77878,0
77879,0
77880,0
77881,0
77882,0
77883,0
77884,0
77885,1
77886,1
77887,0
77888,1
77889,1
77890,0
77891,1
77892,1
77893,1
77894,1
77895,0
77896,0
77897,0
77898,0
77899,1
77900,1
77901,1
77902,0
77903,0
77904,0
77905,1
77906,0
77907,1
77908,0
77909,1
77910,1
77911,1
77912,0
77913,0
77914,0
77915,0
77916,1
77917,1
77918,0
77919,0
77920,0
77921,0
77922,1
77923,1
77924,1
77925,1
77926,0
77927,1
77928,0
77929,0
77930,1
77931,1
77932,0
77933,1
77934,1
77935,1
77936,0
77937,0
77938,0
77939,0
77940,1
77941,0
77942,0
77943,1
77944,0
77945,0
77946,1
77947,0
77948,0
77949,1
77950,0
77951,0
77952,1
77953,0
77954,0
77955,1
77956,0
77957,0
77958,0
77959,0
77960,0
77961,1
77962,1
77963,0
77964,1
77965,0
77966,1
77967,0
77968,1
77969,1
77970,0
77971,1
77972,1
77973,1
77974,0
77975,1
77976,0
77977,0
77978,1
77979,0
77980,1
77981,0
77982,1
77983,0
77984,0
77985,0
77986,1
77987,0
77988,1
77989,1
77990,0
77991,0
77992,1
77993,0
77994,0
77995,1
77996,1
77997,1
77998,0
77999,1
78000,0
78001,1
78002,1
78003,0
78004,1
78005,0
78006,0
78007,0
78008,1
78009,1
78010,0
78011,1
78012,0
78013,1
78014,1
78015,1
78016,0
78017,1
78018,0
78019,0
78020,0
78021,0
78022,1
78023,0
78024,0
78025,0
78026,1
78027,1
78028,0
78029,1
78030,0
78031,0
78032,0
78033,0
78034,0
78035,1
78036,0
78037,1
78038,1
78039,0
78040,0
78041,1
78042,0
78043,1
78044,0
78045,1
78046,1
78047,0
78048,1
78049,1
78050,0
78051,0
78052,0
78053,1
78054,1
78055,0
78056,0
78057,0
78058,0
78059,0
78060,0
78061,1
78062,0
78063,1
78064,1
78065,1
78066,0
78067,1
78068,1
78069,1
78070,0
78071,0
78072,1
78073,0
78074,0
78075,1
78076,1
78077,1
78078,1
78079,0
78080,0
78081,1
78082,1
78083,0
78084,0
78085,1
78086,1
78087,0
78088,0
78089,1
78090,0
78091,1
78092,0
78093,0
78094,0
78095,0
78096,0
78097,1
78098,0
78099,1
78100,1
78101,1
78102,0
78103,1
78104,1
78105,1
78106,1
78107,0
78108,0
78109,1
78110,0
78111,1
78112,0
78113,0
78114,0
78115,1
78116,1
78117,1
78118,1
78119,0
78120,0
78121,1
78122,0
78123,1
78124,1
78125,0
78126,0
78127,0
78128,0
78129,1
78130,1
78131,0
78132,1
78133,1
78134,0
78135,0
78136,0
78137,0
78138,0
78139,1
78140,1
78141,1
78142,1
78143,1
78144,1
78145,1
78146,1
78147,0
78148,0
78149,0
78150,0
78151,0
78152,1
78153,1
78154,1
78155,0
78156,0
78157,1
78158,1
78159,1
78160,0
78161,0
78162,1
78163,1
78164,1
78165,0
78166,0
78167,0
78168,0
78169,0
78170,0
78171,1
78172,1
78173,1
78174,0
78175,0
78176,1
78177,1
78178,0
78179,0
78180,0
78181,1
78182,1
78183,1
78184,1
78185,0
78186,0
78187,1
78188,0
78189,0
78190,0
78191,0
78192,0
78193,0
78194,1
78195,0
78196,0
78197,1
78198,0
78199,1
78200,0
78201,0
78202,0
78203,0
78204,0
78205,1
78206,1
78207,0
78208,1
78209,1
78210,0
78211,1
78212,1
78213,0
78214,0
78215,1
78216,0
78217,0
78218,0
78219,1
78220,0
78221,1
78222,0
78223,1
78224,0
78225,1
78226,1
78227,1
78228,1
78229,1
78230,0
78231,1
78232,1
78233,0
78234,0
78235,0
78236,1
78237,0
78238,0
78239,0
78240,1
78241,0
78242,0
78243,0
78244,0
78245,1
78246,0
78247,1
78248,1
78249,0
78250,1
78251,1
78252,0
78253,0
78254,1
78255,0
78256,0
78257,0
78258,0
78259,1
78260,0
78261,0
78262,1
78263,0
78264,0
78265,1
78266,1
78267,0
78268,1
78269,1
78270,1
78271,0
78272,1
78273,0
78274,0
78275,1
78276,1
78277,1
78278,0
78279,1
78280,1
78281,0
78282,0
78283,1
78284,1
78285,0
78286,1
78287,1
78288,1
78289,1
78290,1
78291,0
78292,1
78293,0
78294,1
78295,1
78296,1
78297,1
78298,1
78299,0
78300,0
78301,0
78302,1
78303,0
78304,0
78305,0
78306,0
78307,1
78308,0
78309,0
78310,0
78311,0
78312,0
78313,1
78314,0
78315,1
78316,0
78317,1
78318,1
78319,0
78320,0
78321,0
78322,0
78323,1
78324,0
78325,1
78326,1
78327,1
78328,0
78329,0
78330,1
78331,1
78332,0
78333,1
78334,1
78335,1
78336,1
78337,1
78338,1
78339,0
78340,1
78341,0
78342,0
78343,0
78344,1
78345,0
78346,0
78347,1
78348,1
78349,0
78350,0
78351,0
78352,0
78353,0
78354,0
78355,0
78356,0
78357,0
78358,0
78359,0
78360,0
78361,1
78362,0
78363,1
78364,0
78365,0
78366,1
78367,0
78368,0
78369,1
78370,0
78371,0
78372,0
78373,0
78374,1
78375,1
78376,0
78377,0
78378,0
78379,1
78380,1
78381,0
78382,0
78383,0
78384,1
78385,1
78386,0
78387,1
78388,1
78389,1
78390,1
78391,1
78392,0
78393,1
78394,1
78395,1
78396,1
78397,1
78398,0
78399,0
78400,0
78401,1
78402,0
78403,0
78404,1
78405,1
78406,0
78407,0
78408,0
78409,0
78410,1
78411,1
78412,0
78413,0
78414,1
78415,0
78416,1
78417,0
78418,1
78419,0
78420,1
78421,1
78422,0
78423,1
78424,0
78425,1
78426,1
78427,0
78428,0
78429,0
78430,1
78431,1
78432,0
78433,0
78434,0
78435,0
78436,1
78437,0
78438,1
78439,1
78440,0
78441,0
78442,1
78443,0
78444,1
78445,0
78446,1
78447,0
78448,0
78449,0
78450,0
78451,1
78452,0
78453,1
78454,1
78455,0
78456,0
78457,0
78458,0
78459,0
78460,1
78461,1
78462,1
78463,1
78464,0
78465,1
78466,0
78467,0
78468,1
78469,0
78470,0
78471,1
78472,0
78473,1
78474,0
78475,1
78476,0
78477,0
78478,0
78479,0
78480,0
78481,1
78482,0
78483,1
78484,0
78485,0
78486,0
78487,1
78488,0
78489,0
78490,0
78491,1
78492,1
78493,1
78494,1
78495,0
78496,0
78497,0
78498,1
78499,0
78500,1
78501,1
78502,1
78503,1
78504,1
78505,1
78506,0
78507,0
78508,0
78509,0
78510,0
78511,0
78512,1
78513,0
78514,0
78515,1
78516,0
78517,0
78518,0
78519,1
78520,0
78521,1
78522,0
78523,0
78524,0
78525,0
78526,0
78527,1
78528,0
78529,1
78530,0
78531,0
78532,1
78533,0
78534,1
78535,0
78536,0
78537,0
78538,0
78539,0
78540,1
78541,0
78542,1
78543,0
78544,0
78545,1
78546,1
78547,0
78548,0
78549,0
78550,0
78551,1
78552,0
78553,1
78554,1
78555,0
78556,1
78557,1
78558,1
78559,0
78560,0
78561,0
78562,0
78563,0
78564,1
78565,0
78566,0
78567,1
78568,0
78569,0
78570,1
78571,1
78572,0
78573,1
78574,0
78575,0
78576,1
78577,0
78578,1
78579,0
78580,0
78581,1
78582,0
78583,1
78584,1
78585,1
78586,0
78587,1
78588,0
78589,1
78590,0
78591,1
78592,0
78593,1
78594,0
78595,1
78596,1
78597,1
78598,1
78599,0
78600,0
78601,1
78602,1
78603,1
78604,0
78605,1
78606,1
78607,0
78608,1
78609,0
78610,0
78611,1
78612,1
78613,1
78614,0
78615,0
78616,0
78617,1
78618,1
78619,1
78620,1
78621,1
78622,0
78623,0
78624,0
78625,0
78626,1
78627,0
78628,1
78629,0
78630,0
78631,1
78632,0
78633,0
78634,0
78635,0
78636,0
78637,1
78638,0
78639,1
78640,0
78641,0
78642,0
78643,0
78644,0
78645,1
78646,1
78647,1
78648,0
78649,1
78650,1
78651,1
78652,0
78653,0
78654,1
78655,0
78656,0
78657,0
78658,0
78659,1
78660,1
78661,1
78662,0
78663,1
78664,1
78665,0
78666,0
78667,1
78668,1
78669,1
78670,0
78671,1
78672,0
78673,1
78674,1
78675,1
78676,1
78677,0
78678,1
78679,0
78680,1
78681,1
78682,1
78683,0
78684,1
78685,0
78686,1
78687,0
78688,1
78689,0
78690,0
78691,1
78692,0
78693,0
78694,0
78695,1
78696,0
78697,1
78698,1
78699,0
78700,1
78701,0
78702,1
78703,0
78704,0
78705,0
78706,0
78707,1
78708,0
78709,0
78710,1
78711,1
78712,0
78713,0
78714,0
78715,1
78716,0
78717,1
78718,1
78719,0
78720,0
78721,0
78722,1
78723,1
78724,1
78725,0
78726,0
78727,1
78728,1
78729,0
78730,0
78731,1
78732,0
78733,0
78734,0
78735,1
78736,1
78737,1
78738,0
78739,0
78740,0
78741,1
78742,1
78743,1
78744,0
78745,1
78746,1
78747,0
78748,0
78749,0
78750,1
78751,0
78752,0
78753,1
78754,0
78755,1
78756,1
78757,0
78758,0
78759,0
78760,0
78761,0
78762,1
78763,1
78764,0
78765,0
78766,0
78767,1
78768,0
78769,0
78770,0
78771,1
78772,1
78773,1
78774,1
78775,1
78776,1
78777,1
78778,0
78779,0
78780,1
78781,1
78782,0
78783,1
78784,0
78785,1
78786,1
78787,0
78788,0
78789,0
78790,0
78791,0
78792,1
78793,0
78794,0
78795,0
78796,0
78797,0
78798,0
78799,0
78800,0
78801,0
78802,1
78803,1
78804,1
78805,0
78806,1
78807,0
78808,0
78809,1
78810,1
78811,1
78812,1
78813,1
78814,1
78815,0
78816,1
78817,1
78818,1
78819,0
78820,0
78821,0
78822,1
78823,1
78824,0
78825,1
78826,1
78827,0
78828,1
78829,0
78830,0
78831,1
78832,1
78833,1
78834,1
78835,0
78836,1
78837,1
78838,0
78839,1
78840,1
78841,0
78842,1
78843,1
78844,0
78845,0
78846,1
78847,1
78848,1
78849,0
78850,1
78851,1
78852,0
78853,0
78854,1
78855,1
78856,1
78857,0
78858,1
78859,1
78860,1
78861,0
78862,0
78863,0
78864,0
78865,1
78866,0
78867,0
78868,1
78869,1
78870,0
78871,0
78872,0
78873,0
78874,0
78875,0
78876,0
78877,0
78878,1
78879,1
78880,0
78881,1
78882,1
78883,1
78884,1
78885,0
78886,1
78887,0
78888,0
78889,0
78890,1
78891,1
78892,0
78893,0
78894,0
78895,0
78896,1
78897,1
78898,1
78899,0
78900,1
78901,1
78902,0
78903,0
78904,1
78905,0
78906,1
78907,1
78908,0
78909,1
78910,1
78911,1
78912,1
78913,0
78914,1
78915,0
78916,0
78917,0
78918,0
78919,0
78920,1
78921,1
78922,1
78923,0
78924,0
78925,0
78926,1
78927,1
78928,0
78929,1
78930,0
78931,1
78932,0
78933,0
78934,1
78935,1
78936,1
78937,1
78938,0
78939,1
78940,0
78941,1
78942,0
78943,1
78944,1
78945,1
78946,0
78947,1
78948,1
78949,0
78950,0
78951,0
78952,0
78953,1
78954,1
78955,0
78956,1
78957,1
78958,1
78959,1
78960,1
78961,1
78962,1
78963,1
78964,1
78965,1
78966,0
78967,0
78968,0
78969,1
78970,1
78971,1
78972,1
78973,0
78974,0
78975,0
78976,0
78977,0
78978,1
78979,1
78980,0
78981,0
78982,0
78983,0
78984,1
78985,0
78986,1
78987,1
78988,1
78989,1
78990,1
78991,0
78992,1
78993,1
78994,1
78995,0
78996,1
78997,0
78998,1
78999,0
79000,1
79001,1
79002,0
79003,0
79004,0
79005,1
79006,0
79007,1
79008,0
79009,1
79010,0
79011,0
79012,0
79013,1
79014,1
79015,0
79016,1
79017,1
79018,1
79019,1
79020,0
79021,0
79022,0
79023,1
79024,1
79025,0
79026,0
79027,0
79028,1
79029,0
79030,0
79031,1
79032,0
79033,0
79034,1
79035,0
79036,0
79037,0
79038,0
79039,0
79040,0
79041,1
79042,0
79043,0
79044,1
79045,0
79046,0
79047,1
79048,0
79049,0
79050,0
79051,0
79052,1
79053,0
79054,1
79055,0
79056,0
79057,0
79058,1
79059,0
79060,1
79061,1
79062,1
79063,1
79064,1
79065,0
79066,0
79067,0
79068,0
79069,0
79070,0
79071,1
79072,1
79073,0
79074,0
79075,0
79076,0
79077,0
79078,1
79079,1
79080,0
79081,0
79082,0
79083,1
79084,0
79085,0
79086,1
79087,0
79088,0
79089,0
79090,0
79091,0
79092,0
79093,1
79094,1
79095,0
79096,1
79097,1
79098,0
79099,0
79100,1
79101,1
79102,1
79103,0
79104,1
79105,1
79106,0
79107,0
79108,0
79109,0
79110,0
79111,1
79112,0
79113,0
79114,0
79115,1
79116,0
79117,0
79118,0
79119,1
79120,0
79121,1
79122,0
79123,1
79124,1
79125,0
79126,0
79127,0
79128,1
79129,1
79130,0
79131,0
79132,1
79133,1
79134,1
79135,1
79136,0
79137,1
79138,1
79139,0
79140,0
79141,0
79142,0
79143,0
79144,0
79145,1
79146,1
79147,1
79148,1
79149,0
79150,0
79151,1
79152,0
79153,1
79154,1
79155,0
79156,1
79157,0
79158,0
79159,0
79160,0
79161,1
79162,0
79163,1
79164,0
79165,1
79166,0
79167,1
79168,0
79169,1
79170,0
79171,1
79172,1
79173,1
79174,1
79175,1
79176,1
79177,1
79178,0
79179,1
79180,0
79181,0
79182,1
79183,1
79184,0
79185,0
79186,1
79187,1
79188,1
79189,1
79190,1
79191,1
79192,1
79193,1
79194,0
79195,0
79196,1
79197,0
79198,0
79199,1
79200,1
79201,1
79202,1
79203,1
79204,0
79205,1
79206,1
79207,0
79208,0
79209,0
79210,0
79211,1
79212,1
79213,1
79214,0
79215,1
79216,0
79217,1
79218,1
79219,0
79220,0
79221,0
79222,0
79223,1
79224,1
79225,1
79226,1
79227,0
79228,1
79229,0
79230,0
79231,1
79232,1
79233,0
79234,1
79235,0
79236,1
79237,0
79238,1
79239,1
79240,0
79241,1
79242,0
79243,1
79244,1
79245,1
79246,0
79247,1
79248,0
79249,1
79250,1
79251,0
79252,0
79253,1
79254,0
79255,0
79256,1
79257,1
79258,0
79259,1
79260,0
79261,0
79262,0
79263,0
79264,0
79265,1
79266,0
79267,1
79268,1
79269,0
79270,0
79271,1
79272,0
79273,1
79274,0
79275,1
79276,0
79277,1
79278,1
79279,1
79280,1
79281,0
79282,1
79283,0
79284,0
79285,0
79286,0
79287,1
79288,0
79289,0
79290,0
79291,1
79292,0
79293,1
79294,0
79295,0
79296,0
79297,1
79298,1
79299,1
79300,0
79301,0
79302,0
79303,1
79304,0
79305,1
79306,1
79307,0
79308,0
79309,1
79310,0
79311,0
79312,1
79313,1
79314,1
79315,1
